id,page_number,is_premium,title,problem_description,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,solution,discussion_count,likes,dislikes,problem_URL,solution_URL
1344,27,False,1344. Angle Between Hands of a Clock,"Given two numbers, hour and minutes, return the smaller angle (in degrees) formed between the hour and the minute hand.
Answers within 10-5 of the actual value will be accepted as correct.
 
Example 1:

Input: hour = 12, minutes = 30
Output: 165

Example 2:

Input: hour = 3, minutes = 30
Output: 75

Example 3:

Input: hour = 3, minutes = 15
Output: 7.5

 
Constraints:

1 <= hour <= 12
0 <= minutes <= 59

",'Math',Medium,[''],0.0,63.5,113200,178400,1100,9,1300,233,https://leetcode.com/problems/angle-between-hands-of-a-clock,https://leetcode.com/problems/angle-between-hands-of-a-clock/solution
1345,27,False,1345. Jump Game IV,"Given an array of integers arr, you are initially positioned at the first index of the array.
In one step you can jump from index i to index:

i + 1 where: i + 1 < arr.length.
i - 1 where: i - 1 >= 0.
j where: arr[i] == arr[j] and i != j.

Return the minimum number of steps to reach the last index of the array.
Notice that you can not jump outside of the array at any time.
 
Example 1:
Input: arr = [100,-23,-23,404,100,23,23,23,3,404]
Output: 3
Explanation: You need three jumps from index 0 --> 4 --> 3 --> 9. Note that index 9 is the last index of the array.

Example 2:
Input: arr = [7]
Output: 0
Explanation: Start index is the last index. You do not need to jump.

Example 3:
Input: arr = [7,6,9,6,9,6,9,7]
Output: 1
Explanation: You can jump directly from index 0 to index 7 which is last index of the array.

 
Constraints:

1 <= arr.length <= 5 * 104
-108 <= arr[i] <= 108

","'Array', 'Hash Table', 'Breadth-First Search'",Hard,"[""'Jump Game VII'"", ""'Jump Game VIII'"", ""'Maximum Number of Jumps to Reach the Last Index'""]",3.0,46.5,136300,292900,1000,42,3600,126,https://leetcode.com/problems/jump-game-iv,https://leetcode.com/problems/jump-game-iv/solution
1346,27,False,1346. Check If N and Its Double Exist,"Given an array arr of integers, check if there exist two indices i and j such that :

i != j
0 <= i, j < arr.length
arr[i] == 2 * arr[j]

 
Example 1:
Input: arr = [10,2,5,3]
Output: true
Explanation: For i = 0 and j = 2, arr[i] == 10 == 2 * 5 == 2 * arr[j]

Example 2:
Input: arr = [3,1,7,11]
Output: false
Explanation: There is no i and j that satisfy the conditions.

 
Constraints:

2 <= arr.length <= 500
-103 <= arr[i] <= 103

","'Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting'",Easy,"[""'Keep Multiplying Found Values by Two'""]",1.0,36.8,314700,855300,2700,20,1800,188,https://leetcode.com/problems/check-if-n-and-its-double-exist,https://leetcode.com/problems/check-if-n-and-its-double-exist/solution
1347,27,False,1347. Minimum Number of Steps to Make Two Strings Anagram,"You are given two strings of the same length s and t. In one step you can choose any character of t and replace it with another character.
Return the minimum number of steps to make t an anagram of s.
An Anagram of a string is a string that contains the same characters with a different (or the same) ordering.
 
Example 1:
Input: s = ""bab"", t = ""aba""
Output: 1
Explanation: Replace the first 'a' in t with b, t = ""bba"" which is anagram of s.

Example 2:
Input: s = ""leetcode"", t = ""practice""
Output: 5
Explanation: Replace 'p', 'r', 'a', 'i' and 'c' from t with proper characters to make t anagram of s.

Example 3:
Input: s = ""anagram"", t = ""mangaar""
Output: 0
Explanation: ""anagram"" and ""mangaar"" are anagrams. 

 
Constraints:

1 <= s.length <= 5 * 104
s.length == t.length
s and t consist of lowercase English letters only.

","'Hash Table', 'String', 'Counting'",Medium,"[""'Determine if Two Strings Are Close'"", ""'Minimum Number of Steps to Make Two Strings Anagram II'""]",2.0,78.2,141500,180900,1500,7,2000,80,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/solution
1348,27,False,1348. Tweet Counts Per Frequency,"A social media company is trying to monitor activity on their site by analyzing the number of tweets that occur in select periods of time. These periods can be partitioned into smaller time chunks based on a certain frequency (every minute, hour, or day).
For example, the period [10, 10000] (in seconds) would be partitioned into the following time chunks with these frequencies:

Every minute (60-second chunks): [10,69], [70,129], [130,189], ..., [9970,10000]
Every hour (3600-second chunks): [10,3609], [3610,7209], [7210,10000]
Every day (86400-second chunks): [10,10000]

Notice that the last chunk may be shorter than the specified frequency's chunk size and will always end with the end time of the period (10000 in the above example).
Design and implement an API to help the company with their analysis.
Implement the TweetCounts class:

TweetCounts() Initializes the TweetCounts object.
void recordTweet(String tweetName, int time) Stores the tweetName at the recorded time (in seconds).
List<Integer> getTweetCountsPerFrequency(String freq, String tweetName, int startTime, int endTime) Returns a list of integers representing the number of tweets with tweetName in each time chunk for the given period of time [startTime, endTime] (in seconds) and frequency freq.
	
freq is one of ""minute"", ""hour"", or ""day"" representing a frequency of every minute, hour, or day respectively.



 
Example:
Input
[""TweetCounts"",""recordTweet"",""recordTweet"",""recordTweet"",""getTweetCountsPerFrequency"",""getTweetCountsPerFrequency"",""recordTweet"",""getTweetCountsPerFrequency""]
[[],[""tweet3"",0],[""tweet3"",60],[""tweet3"",10],[""minute"",""tweet3"",0,59],[""minute"",""tweet3"",0,60],[""tweet3"",120],[""hour"",""tweet3"",0,210]]

Output
[null,null,null,null,[2],[2,1],null,[4]]

Explanation
TweetCounts tweetCounts = new TweetCounts();
tweetCounts.recordTweet(""tweet3"", 0);                              // New tweet ""tweet3"" at time 0
tweetCounts.recordTweet(""tweet3"", 60);                             // New tweet ""tweet3"" at time 60
tweetCounts.recordTweet(""tweet3"", 10);                             // New tweet ""tweet3"" at time 10
tweetCounts.getTweetCountsPerFrequency(""minute"", ""tweet3"", 0, 59); // return [2]; chunk [0,59] had 2 tweets
tweetCounts.getTweetCountsPerFrequency(""minute"", ""tweet3"", 0, 60); // return [2,1]; chunk [0,59] had 2 tweets, chunk [60,60] had 1 tweet
tweetCounts.recordTweet(""tweet3"", 120);                            // New tweet ""tweet3"" at time 120
tweetCounts.getTweetCountsPerFrequency(""hour"", ""tweet3"", 0, 210);  // return [4]; chunk [0,210] had 4 tweets

 
Constraints:

0 <= time, startTime, endTime <= 109
0 <= endTime - startTime <= 104
There will be at most 104 calls in total to recordTweet and getTweetCountsPerFrequency.

","'Hash Table', 'Binary Search', 'Design', 'Sorting', 'Ordered Set'",Medium,"[""'Design Video Sharing Platform'""]",1.0,44.1,31200,70800,269,2,179,277,https://leetcode.com/problems/tweet-counts-per-frequency,https://leetcode.com/problems/tweet-counts-per-frequency/solution
1349,27,False,1349. Maximum Students Taking Exam,"Given a m * n matrix seats  that represent seats distributions in a classroom. If a seat is broken, it is denoted by '#' character otherwise it is denoted by a '.' character.
Students can see the answers of those sitting next to the left, right, upper left and upper right, but he cannot see the answers of the student sitting directly in front or behind him. Return the maximum number of students that can take the exam together without any cheating being possible.
Students must be placed in seats in good condition.
 
Example 1:

Input: seats = [[""#"",""."",""#"",""#"",""."",""#""],
                [""."",""#"",""#"",""#"",""#"","".""],
                [""#"",""."",""#"",""#"",""."",""#""]]
Output: 4
Explanation: Teacher can place 4 students in available seats so they don't cheat on the exam. 

Example 2:
Input: seats = [[""."",""#""],
                [""#"",""#""],
                [""#"","".""],
                [""#"",""#""],
                [""."",""#""]]
Output: 3
Explanation: Place all students in available seats. 


Example 3:
Input: seats = [[""#"",""."",""."",""."",""#""],
                [""."",""#"",""."",""#"","".""],
                [""."",""."",""#"",""."","".""],
                [""."",""#"",""."",""#"","".""],
                [""#"",""."",""."",""."",""#""]]
Output: 10
Explanation: Place students in available seats in column 1, 3 and 5.

 
Constraints:

seats contains only characters '.' and'#'.
m == seats.length
n == seats[i].length
1 <= m <= 8
1 <= n <= 8

","'Array', 'Dynamic Programming', 'Bit Manipulation', 'Matrix', 'Bitmask'",Hard,[''],0.0,49.9,14700,29500,187,4,788,16,https://leetcode.com/problems/maximum-students-taking-exam,https://leetcode.com/problems/maximum-students-taking-exam/solution
1350,27,True,1350. Students With Invalid Departments,,,Easy,,,89.6,,,,,,,https://leetcode.com/problems/students-with-invalid-departments,https://leetcode.com/problems/students-with-invalid-departments/solution
1351,28,False,1351. Count Negative Numbers in a Sorted Matrix,"Given a m x n matrix grid which is sorted in non-increasing order both row-wise and column-wise, return the number of negative numbers in grid.
 
Example 1:
Input: grid = [[4,3,2,-1],[3,2,1,-1],[1,1,-1,-2],[-1,-1,-2,-3]]
Output: 8
Explanation: There are 8 negatives number in the matrix.

Example 2:
Input: grid = [[3,2],[1,0]]
Output: 0

 
Constraints:

m == grid.length
n == grid[i].length
1 <= m, n <= 100
-100 <= grid[i][j] <= 100

 
Follow up: Could you find an O(n + m) solution?","'Array', 'Binary Search', 'Matrix'",Easy,"[""'Maximum Count of Positive Integer and Negative Integer'""]",1.0,77.2,372300,482000,4900,40,4800,125,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/solution
1352,28,False,1352. Product of the Last K Numbers,"Design an algorithm that accepts a stream of integers and retrieves the product of the last k integers of the stream.
Implement the ProductOfNumbers class:

ProductOfNumbers() Initializes the object with an empty stream.
void add(int num) Appends the integer num to the stream.
int getProduct(int k) Returns the product of the last k numbers in the current list. You can assume that always the current list has at least k numbers.

The test cases are generated so that, at any time, the product of any contiguous sequence of numbers will fit into a single 32-bit integer without overflowing.
 
Example:
Input
[""ProductOfNumbers"",""add"",""add"",""add"",""add"",""add"",""getProduct"",""getProduct"",""getProduct"",""add"",""getProduct""]
[[],[3],[0],[2],[5],[4],[2],[3],[4],[8],[2]]

Output
[null,null,null,null,null,null,20,40,0,null,32]

Explanation
ProductOfNumbers productOfNumbers = new ProductOfNumbers();
productOfNumbers.add(3);        // [3]
productOfNumbers.add(0);        // [3,0]
productOfNumbers.add(2);        // [3,0,2]
productOfNumbers.add(5);        // [3,0,2,5]
productOfNumbers.add(4);        // [3,0,2,5,4]
productOfNumbers.getProduct(2); // return 20. The product of the last 2 numbers is 5 * 4 = 20
productOfNumbers.getProduct(3); // return 40. The product of the last 3 numbers is 2 * 5 * 4 = 40
productOfNumbers.getProduct(4); // return 0. The product of the last 4 numbers is 0 * 2 * 5 * 4 = 0
productOfNumbers.add(8);        // [3,0,2,5,4,8]
productOfNumbers.getProduct(2); // return 32. The product of the last 2 numbers is 4 * 8 = 32 

 
Constraints:

0 <= num <= 100
1 <= k <= 4 * 104
At most 4 * 104 calls will be made to add and getProduct.
The product of the stream at any point in time will fit in a 32-bit integer.

","'Array', 'Math', 'Design', 'Queue', 'Data Stream'",Medium,[''],0.0,50.3,76200,151400,465,6,1400,66,https://leetcode.com/problems/product-of-the-last-k-numbers,https://leetcode.com/problems/product-of-the-last-k-numbers/solution
1353,28,False,1353. Maximum Number of Events That Can Be Attended,"You are given an array of events where events[i] = [startDayi, endDayi]. Every event i starts at startDayi and ends at endDayi.
You can attend an event i at any day d where startTimei <= d <= endTimei. You can only attend one event at any time d.
Return the maximum number of events you can attend.
 
Example 1:

Input: events = [[1,2],[2,3],[3,4]]
Output: 3
Explanation: You can attend all the three events.
One way to attend them all is as shown.
Attend the first event on day 1.
Attend the second event on day 2.
Attend the third event on day 3.

Example 2:
Input: events= [[1,2],[2,3],[3,4],[1,2]]
Output: 4

 
Constraints:

1 <= events.length <= 105
events[i].length == 2
1 <= startDayi <= endDayi <= 105

","'Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)'",Medium,"[""'Maximum Number of Events That Can Be Attended II'"", ""'Maximum Earnings From Taxi'"", ""'Meeting Rooms III'""]",3.0,32.2,78700,244600,437,25,2900,378,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/solution
1354,28,False,1354. Construct Target Array With Multiple Sums,"You are given an array target of n integers. From a starting array arr consisting of n 1's, you may perform the following procedure :

let x be the sum of all elements currently in your array.
choose index i, such that 0 <= i < n and set the value of arr at index i to x.
You may repeat this procedure as many times as needed.

Return true if it is possible to construct the target array from arr, otherwise, return false.
 
Example 1:
Input: target = [9,3,5]
Output: true
Explanation: Start with arr = [1, 1, 1] 
[1, 1, 1], sum = 3 choose index 1
[1, 3, 1], sum = 5 choose index 2
[1, 3, 5], sum = 9 choose index 0
[9, 3, 5] Done

Example 2:
Input: target = [1,1,1,2]
Output: false
Explanation: Impossible to create target array from [1,1,1,1].

Example 3:
Input: target = [8,5]
Output: true

 
Constraints:

n == target.length
1 <= n <= 5 * 104
1 <= target[i] <= 109

","'Array', 'Heap (Priority Queue)'",Hard,"[""'Minimum Amount of Time to Fill Cups'""]",1.0,36.2,65100,179700,478,6,2000,161,https://leetcode.com/problems/construct-target-array-with-multiple-sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums/solution
1355,28,True,1355. Activity Participants,,,Medium,,,73.0,,,,,,,https://leetcode.com/problems/activity-participants,https://leetcode.com/problems/activity-participants/solution
1356,28,False,1356. Sort Integers by The Number of 1 Bits,"You are given an integer array arr. Sort the integers in the array in ascending order by the number of 1's in their binary representation and in case of two or more integers have the same number of 1's you have to sort them in ascending order.
Return the array after sorting it.
 
Example 1:
Input: arr = [0,1,2,3,4,5,6,7,8]
Output: [0,1,2,4,8,3,5,6,7]
Explantion: [0] is the only integer with 0 bits.
[1,2,4,8] all have 1 bit.
[3,5,6] have 2 bits.
[7] has 3 bits.
The sorted array by bits is [0,1,2,4,8,3,5,6,7]

Example 2:
Input: arr = [1024,512,256,128,64,32,16,8,4,2,1]
Output: [1,2,4,8,16,32,64,128,256,512,1024]
Explantion: All integers have 1 bit in the binary representation, you should just sort them in ascending order.

 
Constraints:

1 <= arr.length <= 500
0 <= arr[i] <= 104

","'Array', 'Bit Manipulation', 'Sorting', 'Counting'",Easy,"[""'Find Subsequence of Length K With the Largest Sum'""]",1.0,77.9,201300,258200,2400,42,2300,111,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/solution
1357,28,False,1357. Apply Discount Every n Orders,"There is a supermarket that is frequented by many customers. The products sold at the supermarket are represented as two parallel integer arrays products and prices, where the ith product has an ID of products[i] and a price of prices[i].
When a customer is paying, their bill is represented as two parallel integer arrays product and amount, where the jth product they purchased has an ID of product[j], and amount[j] is how much of the product they bought. Their subtotal is calculated as the sum of each amount[j] * (price of the jth product).
The supermarket decided to have a sale. Every nth customer paying for their groceries will be given a percentage discount. The discount amount is given by discount, where they will be given discount percent off their subtotal. More formally, if their subtotal is bill, then they would actually pay bill * ((100 - discount) / 100).
Implement the Cashier class:

Cashier(int n, int discount, int[] products, int[] prices) Initializes the object with n, the discount, and the products and their prices.
double getBill(int[] product, int[] amount) Returns the final total of the bill with the discount applied (if any). Answers within 10-5 of the actual value will be accepted.

 
Example 1:
Input
[""Cashier"",""getBill"",""getBill"",""getBill"",""getBill"",""getBill"",""getBill"",""getBill""]
[[3,50,[1,2,3,4,5,6,7],[100,200,300,400,300,200,100]],[[1,2],[1,2]],[[3,7],[10,10]],[[1,2,3,4,5,6,7],[1,1,1,1,1,1,1]],[[4],[10]],[[7,3],[10,10]],[[7,5,3,1,6,4,2],[10,10,10,9,9,9,7]],[[2,3,5],[5,3,2]]]
Output
[null,500.0,4000.0,800.0,4000.0,4000.0,7350.0,2500.0]
Explanation
Cashier cashier = new Cashier(3,50,[1,2,3,4,5,6,7],[100,200,300,400,300,200,100]);
cashier.getBill([1,2],[1,2]);                        // return 500.0. 1st customer, no discount.
                                                     // bill = 1 * 100 + 2 * 200 = 500.
cashier.getBill([3,7],[10,10]);                      // return 4000.0. 2nd customer, no discount.
                                                     // bill = 10 * 300 + 10 * 100 = 4000.
cashier.getBill([1,2,3,4,5,6,7],[1,1,1,1,1,1,1]);    // return 800.0. 3rd customer, 50% discount.
                                                     // Original bill = 1600
                                                     // Actual bill = 1600 * ((100 - 50) / 100) = 800.
cashier.getBill([4],[10]);                           // return 4000.0. 4th customer, no discount.
cashier.getBill([7,3],[10,10]);                      // return 4000.0. 5th customer, no discount.
cashier.getBill([7,5,3,1,6,4,2],[10,10,10,9,9,9,7]); // return 7350.0. 6th customer, 50% discount.
                                                     // Original bill = 14700, but with
                                                     // Actual bill = 14700 * ((100 - 50) / 100) = 7350.
cashier.getBill([2,3,5],[5,3,2]);                    // return 2500.0.  7th customer, no discount.

 
Constraints:

1 <= n <= 104
0 <= discount <= 100
1 <= products.length <= 200
prices.length == products.length
1 <= products[i] <= 200
1 <= prices[i] <= 1000
The elements in products are unique.
1 <= product.length <= products.length
amount.length == product.length
product[j] exists in products.
1 <= amount[j] <= 1000
The elements of product are unique.
At most 1000 calls will be made to getBill.
Answers within 10-5 of the actual value will be accepted.

","'Array', 'Hash Table', 'Design'",Medium,"[""'Apply Discount to Prices'""]",1.0,70.2,19500,27800,241,3,174,217,https://leetcode.com/problems/apply-discount-every-n-orders,https://leetcode.com/problems/apply-discount-every-n-orders/solution
1358,28,False,1358. Number of Substrings Containing All Three Characters,"Given a string s consisting only of characters a, b and c.
Return the number of substrings containing at least one occurrence of all these characters a, b and c.
 
Example 1:
Input: s = ""abcabc""
Output: 10
Explanation: The substrings containing at least one occurrence of the characters a, b and c are ""abc"", ""abca"", ""abcab"", ""abcabc"", ""bca"", ""bcab"", ""bcabc"", ""cab"", ""cabc"" and ""abc"" (again). 

Example 2:
Input: s = ""aaacb""
Output: 3
Explanation: The substrings containing at least one occurrence of the characters a, b and c are ""aaacb"", ""aacb"" and ""acb"". 

Example 3:
Input: s = ""abc""
Output: 1

 
Constraints:

3 <= s.length <= 5 x 10^4
s only consists of a, b or c characters.

","'Hash Table', 'String', 'Sliding Window'",Medium,"[""'Vowels of All Substrings'""]",1.0,64.8,72700,112200,893,14,2800,45,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/solution
1359,28,False,1359. Count All Valid Pickup and Delivery Options,"Given n orders, each order consists of a pickup and a delivery service.
Count all valid pickup/delivery possible sequences such that delivery(i) is always after of pickup(i). 
Since the answer may be too large, return it modulo 10^9 + 7.
 
Example 1:
Input: n = 1
Output: 1
Explanation: Unique order (P1, D1), Delivery 1 always is after of Pickup 1.

Example 2:
Input: n = 2
Output: 6
Explanation: All possible orders: 
(P1,P2,D1,D2), (P1,P2,D2,D1), (P1,D1,P2,D2), (P2,P1,D1,D2), (P2,P1,D2,D1) and (P2,D2,P1,D1).
This is an invalid order (P1,D2,P2,D1) because Pickup 2 is after of Delivery 2.

Example 3:
Input: n = 3
Output: 90

 
Constraints:

1 <= n <= 500

","'Math', 'Dynamic Programming', 'Combinatorics'",Hard,[''],0.0,65.4,116400,177900,1300,60,3000,217,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/solution
1360,28,False,1360. Number of Days Between Two Dates,"Write a program to count the number of days between two dates.
The two dates are given as strings, their format is YYYY-MM-DD as shown in the examples.
 
Example 1:
Input: date1 = ""2019-06-29"", date2 = ""2019-06-30""
Output: 1
Example 2:
Input: date1 = ""2020-01-15"", date2 = ""2019-12-31""
Output: 15

 
Constraints:

The given dates are valid dates between the years 1971 and 2100.

","'Math', 'String'",Easy,"[""'Count Days Spent Together'""]",1.0,49.0,45500,92800,486,8,337,1200,https://leetcode.com/problems/number-of-days-between-two-dates,https://leetcode.com/problems/number-of-days-between-two-dates/solution
1361,28,False,1361. Validate Binary Tree Nodes,"You have n binary tree nodes numbered from 0 to n - 1 where node i has two children leftChild[i] and rightChild[i], return true if and only if all the given nodes form exactly one valid binary tree.
If node i has no left child then leftChild[i] will equal -1, similarly for the right child.
Note that the nodes have no values and that we only use the node numbers in this problem.
 
Example 1:

Input: n = 4, leftChild = [1,-1,3,-1], rightChild = [2,-1,-1,-1]
Output: true

Example 2:

Input: n = 4, leftChild = [1,-1,3,-1], rightChild = [2,3,-1,-1]
Output: false

Example 3:

Input: n = 2, leftChild = [1,0], rightChild = [-1,-1]
Output: false

 
Constraints:

n == leftChild.length == rightChild.length
1 <= n <= 104
-1 <= leftChild[i], rightChild[i] <= n - 1

","'Tree', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph', 'Binary Tree'",Medium,[''],0.0,44.3,102600,231700,1200,66,2000,478,https://leetcode.com/problems/validate-binary-tree-nodes,https://leetcode.com/problems/validate-binary-tree-nodes/solution
1362,28,False,1362. Closest Divisors,"Given an integer num, find the closest two integers in absolute difference whose product equals num + 1 or num + 2.
Return the two integers in any order.
 
Example 1:
Input: num = 8
Output: [3,3]
Explanation: For num + 1 = 9, the closest divisors are 3 & 3, for num + 2 = 10, the closest divisors are 2 & 5, hence 3 & 3 is chosen.

Example 2:
Input: num = 123
Output: [5,25]

Example 3:
Input: num = 999
Output: [40,25]

 
Constraints:

1 <= num <= 10^9

",'Math',Medium,"[""'Distinct Prime Factors of Product of Array'""]",1.0,60.3,20500,33900,242,2,298,95,https://leetcode.com/problems/closest-divisors,https://leetcode.com/problems/closest-divisors/solution
1363,28,False,1363. Largest Multiple of Three,"Given an array of digits digits, return the largest multiple of three that can be formed by concatenating some of the given digits in any order. If there is no answer return an empty string.
Since the answer may not fit in an integer data type, return the answer as a string. Note that the returning answer must not contain unnecessary leading zeros.
 
Example 1:
Input: digits = [8,1,9]
Output: ""981""

Example 2:
Input: digits = [8,6,7,1,0]
Output: ""8760""

Example 3:
Input: digits = [1]
Output: """"

 
Constraints:

1 <= digits.length <= 104
0 <= digits[i] <= 9

","'Array', 'Dynamic Programming', 'Greedy'",Hard,[''],0.0,32.8,18700,57100,251,5,569,78,https://leetcode.com/problems/largest-multiple-of-three,https://leetcode.com/problems/largest-multiple-of-three/solution
1364,28,True,1364. Number of Trusted Contacts of a Customer,,,Medium,,,76.0,,,,,,,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer/solution
1365,28,False,1365. How Many Numbers Are Smaller Than the Current Number,"Given the array nums, for each nums[i] find out how many numbers in the array are smaller than it. That is, for each nums[i] you have to count the number of valid j's such that j != i and nums[j] < nums[i].
Return the answer in an array.
 
Example 1:
Input: nums = [8,1,2,2,3]
Output: [4,0,1,1,3]
Explanation: 
For nums[0]=8 there exist four smaller numbers than it (1, 2, 2 and 3). 
For nums[1]=1 does not exist any smaller number than it.
For nums[2]=2 there exist one smaller number than it (1). 
For nums[3]=2 there exist one smaller number than it (1). 
For nums[4]=3 there exist three smaller numbers than it (1, 2 and 2).

Example 2:
Input: nums = [6,5,4,8]
Output: [2,1,0,3]

Example 3:
Input: nums = [7,7,7,7]
Output: [0,0,0,0]

 
Constraints:

2 <= nums.length <= 500
0 <= nums[i] <= 100

","'Array', 'Hash Table', 'Sorting', 'Counting'",Easy,"[""'Count of Smaller Numbers After Self'"", ""'Longest Subsequence With Limited Sum'""]",2.0,86.5,491800,568500,4900,17,5200,111,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/solution
1366,28,False,1366. Rank Teams by Votes,"In a special ranking system, each voter gives a rank from highest to lowest to all teams participating in the competition.
The ordering of teams is decided by who received the most position-one votes. If two or more teams tie in the first position, we consider the second position to resolve the conflict, if they tie again, we continue this process until the ties are resolved. If two or more teams are still tied after considering all positions, we rank them alphabetically based on their team letter.
You are given an array of strings votes which is the votes of all voters in the ranking systems. Sort all teams according to the ranking system described above.
Return a string of all teams sorted by the ranking system.
 
Example 1:
Input: votes = [""ABC"",""ACB"",""ABC"",""ACB"",""ACB""]
Output: ""ACB""
Explanation: 
Team A was ranked first place by 5 voters. No other team was voted as first place, so team A is the first team.
Team B was ranked second by 2 voters and ranked third by 3 voters.
Team C was ranked second by 3 voters and ranked third by 2 voters.
As most of the voters ranked C second, team C is the second team, and team B is the third.

Example 2:
Input: votes = [""WXYZ"",""XYZW""]
Output: ""XWYZ""
Explanation:
X is the winner due to the tie-breaking rule. X has the same votes as W for the first position, but X has one vote in the second position, while W does not have any votes in the second position. 

Example 3:
Input: votes = [""ZMNAGUEDSJYLBOPHRQICWFXTVK""]
Output: ""ZMNAGUEDSJYLBOPHRQICWFXTVK""
Explanation: Only one voter, so their votes are used for the ranking.

 
Constraints:

1 <= votes.length <= 1000
1 <= votes[i].length <= 26
votes[i].length == votes[j].length for 0 <= i, j < votes.length.
votes[i][j] is an English uppercase letter.
All characters of votes[i] are unique.
All the characters that occur in votes[0] also occur in votes[j] where 1 <= j < votes.length.

","'Array', 'Hash Table', 'String', 'Sorting', 'Counting'",Medium,"[""'Online Election'""]",1.0,58.0,63300,109000,481,10,1300,148,https://leetcode.com/problems/rank-teams-by-votes,https://leetcode.com/problems/rank-teams-by-votes/solution
1367,28,False,1367. Linked List in Binary Tree,"Given a binary tree root and a linked list with head as the first node. 
Return True if all the elements in the linked list starting from the head correspond to some downward path connected in the binary tree otherwise return False.
In this context downward path means a path that starts at some node and goes downwards.
 
Example 1:

Input: head = [4,2,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]
Output: true
Explanation: Nodes in blue form a subpath in the binary Tree.  

Example 2:

Input: head = [1,4,2,6], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]
Output: true

Example 3:
Input: head = [1,4,2,6,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]
Output: false
Explanation: There is no path in the binary tree that contains all the elements of the linked list from head.

 
Constraints:

The number of nodes in the tree will be in the range [1, 2500].
The number of nodes in the list will be in the range [1, 100].
1 <= Node.val <= 100 for each node in the linked list and binary tree.

","'Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree'",Medium,[''],0.0,43.8,70500,161000,855,8,2100,65,https://leetcode.com/problems/linked-list-in-binary-tree,https://leetcode.com/problems/linked-list-in-binary-tree/solution
